Date,Close,High,Low,Open,Volume
2010-09-27,24.590635299682617,24.75484770847505,24.590635299682617,24.73432213615138,4638800
2010-09-28,24.898534774780273,24.898534774780273,24.563271541604617,24.665902024996598,5453300
2010-09-29,24.994327545166016,25.124329828592877,24.70011542276715,24.843802294453067,6778900
2010-09-30,24.994327545166016,25.247488512856044,24.857486882712124,25.03538130994318,6022100
2010-10-01,25.00116729736328,25.15853612302535,24.919059780442954,25.09695679036907,5212600
2010-10-04,24.836952209472656,25.014849200316778,24.720637154747205,25.001164615631257,4680800
2010-10-05,25.240644454956055,25.315908383978808,24.932747749894006,25.03538085493745,5468200
2010-10-06,25.43221664428711,25.43221664428711,25.117479034688397,25.192742943520173,4981700
2010-10-07,25.370647430419922,25.58959562444153,25.27485531172566,25.50748809413216,3782400
2010-10-08,25.36379623413086,25.48011389552837,25.254322169910154,25.404849986988964,4539400
2010-10-11,25.466434478759766,25.54169840257134,25.377485967885352,25.418539729073874,3152400
2010-10-12,25.562225341796875,25.658014846278732,25.31590798166168,25.404856497281223,3733900
2010-10-13,25.589590072631836,25.65801038964377,25.493797974720223,25.65801038964377,5772600
2010-10-14,25.603275299072266,25.712751996301122,25.528013984829606,25.589593321986776,4715900
2010-10-15,25.83590316772461,25.931695259658685,25.651167801306535,25.774323842229375,6742200
2010-10-18,26.041173934936523,26.054858521920476,25.77432840385159,25.938540837590928,10374700
2010-10-19,25.623802185058594,25.890645095847916,25.466433355876887,25.781171014240297,6696200
2010-10-20,24.638540267944336,24.734332402037555,24.255382171846566,24.31011792411677,18242000
2010-10-21,24.28959083557129,24.583802989709053,24.104852789247445,24.53590823066975,10773400
2010-10-22,24.221162796020508,24.446951929693675,24.11852971067139,24.323793271301845,6708900
2010-10-25,24.03642463684082,24.364846853518554,23.98852989337122,24.275898354188826,8500300
2010-10-26,23.879058837890625,24.077478824445762,23.824320489828455,23.974848336931334,7667800
2010-10-27,23.90643310546875,23.93380228831929,23.728538637078124,23.75590781992866,7163400
2010-10-28,24.05011749267578,24.125378822532507,23.85169485288496,23.93379978277236,6306900
2010-10-29,24.084325790405273,24.084325790405273,23.851692998751027,24.03643103418838,6326300
2010-11-01,23.97484588623047,24.19379403596216,23.865371811364625,24.125371107878614,6940900
2010-11-02,24.207481384277344,24.221165971455818,23.99537419811319,24.111691884096153,5843000
2010-11-03,24.337482452392578,24.344326051410963,24.056954924209105,24.234849347662998,4714800
2010-11-04,24.467483520507812,24.515380886167453,24.262219909392822,24.481168109257936,19563700
2010-11-05,24.440120697021484,24.583804985805916,24.29643379816823,24.508541041184884,19177000
2010-11-08,24.446958541870117,24.54959165497845,24.371694606933143,24.481168709550065,18223300
2010-11-09,24.474327087402344,24.54274742099363,24.39222216507911,24.50853725419799,6519300
2010-11-10,24.27314567565918,24.467385482256915,24.141337824337384,24.467385482256915,6763500
2010-11-11,24.245399475097656,24.467388609963415,24.169090213802697,24.189900868221603,5473000
2010-11-12,24.11358642578125,24.231519616893635,24.092775775833807,24.18989567068009,5527300
2010-11-15,24.023408889770508,24.203774058589318,23.912414329039148,24.11359015102038,5821300
2010-11-16,23.884658813476562,24.11358387766357,23.780600282098042,23.91240810801995,5934500
2010-11-17,23.863861083984375,24.05810095829947,23.808362464854454,23.89160774722952,4032200
2010-11-18,24.1344051361084,24.20377574904086,23.967911960223528,23.974850609308326,4699100
2010-11-19,23.933223724365234,24.14827683224449,23.905474424061023,24.141338184008973,5109800
2010-11-22,23.967905044555664,23.974843691638394,23.697356027335957,23.940155748861724,4272000
2010-11-23,23.64185905456543,23.836098823342525,23.634920407784318,23.829160176561416,5980400
2010-11-24,23.73898696899414,23.808357582360564,23.669613709308447,23.697363013182724,5834300
2010-11-26,23.634925842285156,23.711235096513306,23.586365888925243,23.711235096513306,2807800
2010-11-29,23.510061264038086,23.614119839624532,23.274197452852384,23.572495880126052,5126700
2010-11-30,23.35049819946289,23.510052683159053,23.253378309066843,23.37824749566706,6176200
2010-12-01,23.7667236328125,23.80834757112135,23.523923941806274,23.565547880115123,6252100
2010-12-02,23.759796142578125,23.933225311502053,23.697361535912748,23.815294746866954,8527100
2010-12-03,23.683486938476562,23.80835615209011,23.530868422655754,23.752860193994707,16305000
2010-12-06,23.56555938720703,23.718175276225693,23.558620737608326,23.62799400199813,4658500
2010-12-07,23.662677764892578,23.745923030401567,23.454563277960464,23.71817372645881,15330600
2010-12-08,23.801416397094727,23.919346943403617,23.621048607503994,23.704293854681957,4641600
2010-12-09,24.05115509033203,24.280082856065203,23.83610462153677,23.92628852740005,6603700
2010-12-10,24.26619529724121,24.33556851343315,24.134390155952946,24.231510012304046,5813300
2010-12-13,24.259275436401367,24.418829970304387,24.224587482071662,24.328646052422027,8563300
2010-12-14,24.342510223388672,24.41881945594547,24.231515697756485,24.34944622347646,10706900
2010-12-15,24.370267868041992,24.481262431711905,24.245398653123452,24.245398653123452,9004000
2010-12-16,24.404945373535156,24.45350531422674,24.210705610768827,24.34944678627718,4629000
2010-12-17,24.287017822265625,24.391076374309236,24.14133796645969,24.37720172428216,8493700
2010-12-20,24.307830810546875,24.460446666261074,24.26620686099634,24.314766812312527,4608400
2010-12-21,24.377208709716797,24.502077949423594,24.321712740024697,24.418832671725617,3793700
2010-12-22,24.418827056884766,24.446576358509997,24.25233389345242,24.377203104446913,2846700
